tea given to him by 54
to spurn the idea of 116
to spurn the use of 40
to squat in one of 40
to squat on top of 47
to squat or sit on 112
to stack on top of 257
to stack up all the 41
to staff it with the 84
to staff on how to 96
to stage an act of 82
to stage the death of 40
to stain it with the 95
to stake it all on 66
to stake my all on 123
to stall as long as 699
to stamp it all in 44
to stamp it out as 410
to stamp it out at 122
to stamp it out by 575
to stamp it out if 51
to stamp it out in 380
to stamp it out is 72
to stamp it out of 271
to stamp it out or 92
to stamp it with an 48
to stamp it with the 792
to stamp me with the 66
to stamp on them an 50
to stamp on them the 43
to stamp the idea of 43
to stamp the seal of 202
to stand an egg on 259
to stand as far as 128
to stand as far to 54
to stand as long as 2741
to stand as low in 62
to stand as near as 145
to stand as near the 99
to stand as near to 68
to stand as one in 53
to stand as one of 1048
to stand as that of 41
to stand as they do 43
to stand at all in 80
to stand at bay at 55
to stand at bay in 52
to stand at bay on 52
to stand at each of 44
to stand at ease in 82
to stand at ease on 53
to stand at one of 498
to stand by all the 202
to stand by and be 587
to stand by and co 109
to stand by and do 2709
to stand by and the 58
to stand by and to 480
to stand by for an 685
to stand by for the 842
to stand by her as 287
to stand by her at 143
to stand by her if 107
to stand by her in 882
to stand by her to 275
to stand by him as 1056
to stand by him at 602
to stand by him if 216
to stand by him in 7256
to stand by him no 150
to stand by him on 274
to stand by him or 127
to stand by him so 122
to stand by him the 43
to stand by him to 1385
to stand by his king 65
to stand by his or 108
to stand by off the 47
to stand by one in 67
to stand by one of 433
to stand by thee in 149
to stand by them as 418
to stand by them at 134
to stand by them if 77
to stand by them in 3296
to stand by them on 57
to stand by them or 64
to stand by them to 440
to stand by way of 113
to stand by with an 56
to stand by with my 52
to stand by with the 421
to stand by you as 378
to stand by you at 84
to stand by you if 88
to stand by you in 771
to stand by you to 299
to stand he had to 48
to stand in air at 44
to stand in all the 151
to stand in any of 118
to stand in awe at 193
to stand in awe of 6550
to stand in awe or 83
to stand in each of 193
to stand in fear of 1290
to stand in for an 379
to stand in for it 264
to stand in for me 726
to stand in for my 136
to stand in for or 88
to stand in for the 7608
to stand in for us 118
to stand in his or 50
to stand in one of 525
to stand in one or 56
to stand in this or 73
to stand in way of 61
to stand in with an 41
to stand in with me 130
to stand in with the 1108
to stand in with us 116
to stand it for an 45
to stand it for so 46
to stand it for the 80
to stand it out as 107
to stand it out the 40
to stand it out to 306
to stand no end of 77
to stand on all the 57
to stand on and be 49
to stand on and he 49
to stand on and no 80
to stand on and the 209
to stand on and to 146
to stand on any of 85
to stand on but the 84
to stand on end as 473
to stand on end at 92
to stand on end by 109
to stand on end in 198
to stand on end on 51
to stand on end or 78
to stand on end to 42
to stand on for the 216
to stand on his or 530
to stand on one of 855
to stand on one or 70
to stand on than the 132
to stand on them to 59
to stand on tip toe 70
to stand on top of 2303
to stand on with the 43
to stand or how to 82
to stand or lie in 176
to stand or lie on 133
to stand or not to 400
to stand or sit as 168
to stand or sit at 258
to stand or sit by 65
to stand or sit in 2240
to stand or sit on 1634
to stand or sit or 230
to stand or sit to 88
to stand or sit up 391
to stand so far as 51
to stand so far to 69
to stand so for the 48
to stand so long as 287
to stand so long in 164
to stand so long on 59
to stand so near the 177
to stand so near to 116
to stand so that he 226
to stand so that it 54
to stand so that no 41
to stand so that the 724
to stand so that we 60
to stand the egg on 63
to stand the heat in 134
to stand the heat of 645
to stand the hug of 47
to stand the idea of 167
to stand the pot in 92
to stand the way he 42
to stand the wear of 340
to stand to all the 56
to stand to any of 65
to stand to get the 135
to stand to hear the 105
to stand to her in 43
to stand to him as 45
to stand to him in 319
to stand to let the 54
to stand to see the 209
to stand to that of 57
to stand to them as 99
to stand to them in 216
to stand up all by 67
to stand up all the 601
to stand up and as 41
to stand up and at 73
to stand up and be 33481
to stand up and do 1417
to stand up and eat 123
to stand up and go 1142
to stand up and he 262
to stand up and in 79
to stand up and it 59
to stand up and my 43
to stand up and sing 2163
to stand up and so 44
to stand up and the 411
to stand up and to 1359
to stand up and we 72
to stand up but he 199
to stand up but my 116
to stand up but the 152
to stand up for an 483
to stand up for in 59
to stand up for it 1967
to stand up for me 1956
to stand up for my 2296
to stand up for or 43
to stand up for so 49
to stand up for the 16956
to stand up for us 715
to stand up near the 42
to stand up one at 45
to stand up one by 69
to stand up out of 319
to stand up than to 50
to stand up that he 56
to stand up was the 43
to stand up with an 178
to stand up with it 48
to stand up with me 769
to stand up with my 76
to stand up with the 992
to stand up with us 272
to stare at all the 227
to stare at each of 88
to stare at her as 2670
to stare at her at 44
to stare at her in 1781
to stare at her or 65
to stare at her so 207
to stare at him as 3078
to stare at him he 83
to stare at him in 2135
to stare at him on 63
to stare at him or 43
to stare at him so 171
to stare at one of 200
to stare at them as 1138
to stare at them in 367
to stare at them or 59
to stare at you as 180
to stare at you in 54
to stare at you so 86
to stare in awe at 318
to stare it out of 123
to stare me out of 181
to stare us out of 51
to start an era of 63
to start as any is 45
to start as far as 41
to start as long as 60
to start as low as 95
to start as near the 42
to start at any of 49
to start at one of 140
to start at one or 41
to start at six in 174
to start at ten in 77
to start at two in 139
to start by being in 56
to start by going to 157
to start by one of 68
to start by using the 262
to start by way of 53
to start if one is 66
to start if you do 219
to start in and do 75
to start in each of 45
to start in one of 257
to start in two or 151
to start in with me 44
to start in with the 306
to start is due to 44
to start is for the 92
to start is one of 66
to start is that the 51
to start is with an 479
to start is with the 6174
to start it all up 153
to start it and it 68
to start it and the 128
to start it and to 77
to start it for me 49
to start it for the 43
to start it off by 58
to start it off in 56
to start it off on 153
to start it with the 260
to start me off at 42
to start me off in 84
to start me off on 147
to start my day by 62
to start on any of 72
to start on one of 435
to start or add to 118
to start or end an 49
to start or end at 60
to start or end of 60
to start or end on 97
to start or end the 198
to start or how to 463
to start or not to 100
to start or run the 45
to start so that he 46
to start so that the 78
to start the act of 68
to start the arc at 48
to start the boy on 42
to start the car as 46
to start the car at 55
to start the car by 100
to start the car in 181
to start the car on 90
to start the car or 103
to start the car the 58
to start the car to 77
to start the car up 186
to start the cut at 55
to start the cut on 45
to start the day as 207
to start the day at 317
to start the day by 585
to start the day in 427
to start the day is 163
to start the day of 49
to start the day on 360
to start the day or 147
to start the end of 63
to start the idea of 116
to start the job in 60
to start the job of 163
to start the job on 56
to start the run at 53
to start the singing of 42
to start the top of 44
to start the use of 192
to start the war at 62
to start the war by 68
to start the war in 228
to start the war of 124
to start the war on 110
to start the war up 89
to start the year at 50
to start the year by 66
to start the year in 73
to start the year on 84
to start to get the 113
to start to get to 186
to start to let go 43
to start to put the 48
to start to read the 46
to start to see if 40
to start to see the 140
to start to try to 165
to start to use it 68
to start to use the 181
to start up all the 87
to start up and go 136
to start up and the 75
to start up and to 172
to start up for the 55
to start up one of 125
to start up out of 212
to start up with an 71
to start up with me 101
to start up with the 361
to start us off in 99
to start us off on 161
to state an idea in 62
to state an idea or 63
to state as far as 245
to state as one of 56
to state by and by 47
to state by way of 333
to state in each of 85
to state in his or 70
to state in one of 95
to state is that in 55
to state is that it 58
to state is that the 310
to state it and to 110
to state it for the 127
to state it with the 130
to state on oath the 115
to state the age at 125
to state the age of 293
to state the aim of 186
to state the area of 119
to state the day of 112
to state the end of 102
to state the idea in 121
to state the idea of 183
to state the law as 2224
to state the law by 49
to state the law in 639
to state the law is 60
to state the law of 1234
to state the law on 150
to state the law or 63
to state the law to 106
to state the one thing 44
to state the set of 51
to state the sex of 66
to state the sum of 143
to state the use of 73
to state the way in 232
to state the year in 83
to state the year of 117
