ta . 41 ta
. 214 to .
14873 to . 141
to . 148 to
. 52 to .
55 to . 67
to . 178 to
. 65 to .
54 to . 50
to . 45 to
. 70 to .
153 to . 49
to . 58 to
. 76 to .
59 to . 44
to . 309 to
. 46 to .
49 to . 86
to . 113 to
. 71 to .
252 to . 93
to . 217 to
. 156 to .
271 to . 141
to . 81 to
. 53 to .
158 to . 70
to . 46 to
! 104440 to .
49 to . 112
to . 354 to
. 177 to .
175 to . 259
to . 77 to
. 63 to .
1477 to . 46
to . 698 to
. 161 to .
351 to . 84
to . 287 to
. 244 to .
215 to . 98
to . 124 to
. 91 to .
304 to . 146
to . 274 to
. 199 to .
161 to . 320
to . 118 to
. 547 to .
56 to . 53
to . 62 to
. 89 to .
61 to . 50
to . 59 to
. 82 to .
1643 to . 111
to . 74 to
. 100 to .
95 to . 285
to . 875 to
. 58 to ?
47 to . 204
to . 174 to
. 496 to .
171 to . 145
to . 379 to
. 1036 to .
169 to . 2811
to . 86 to
. 79 to .
257 to . 54
to . 7072 to
. 76 to .
176 to . 1756
to . 75 to
. 62 to .
45 to . 55
to . 868 to
. 57 to .
3522 to . 60
to . 67 to
. 1424 to .
50 to . 41
to . 661 to
! 13633 to .
65 to . 108
to . 456 to
. 271 to .
193 to . 97
to . 267 to
. 65 to !
183968 to . 2662
to . 68 to
. 91 to .
100 to . 500
to . 825 to
. 85 to .
778 to . 3005
to . 573 to
. 390 to .
511 to . 51
to . 401 to
. 106 to .
57 to . 68
to . 12596 to
. 44 to .
6071 to . 56
to . 152 to
. 142 to .
82 to . 3668
to . 127 to
. 487 to .
302 to . 836
to . 83 to
. 48 to .
2297 to . 60
to . 614 to
. 114 to .
137 to . 342
to . 995 to
. 113 to .
250 to . 139
to . 5004 to
. 514 to .
169 to . 222
to . 106 to
! 9158 to .
422 to . 87
to . 115 to
. 128 to .
3685 to . 1628
to . 5236 to
. 99 to .
1824 to . 413
to . 125 to
. 100 to .
54 to . 2504
to . 94 to
. 139 to .
325 to . 52
to . 145 to
. 409 to .
75 to . 131
to . 965 to
. 73 to .
107 to . 159
to . 51 to
. 230 to .
530 to . 63
to . 117 to
. 1208 to .
44 to . 170
to . 468 to
. 1221 to .
81 to . 70
to . 68 to
. 120 to .
117 to . 475
to . 1143 to
. 228 to .
5919 to . 67
to . 263 to
. 1397 to .
97 to . 67
to ! 74172 to
. 75 to .
70 to . 55
to . 59 to
! 2591 to .
609 to . 55
to . 91 to
. 40 to .
524 to . 5801
to . 414 to
. 2170 to .
2633 to . 116
to . 156 to
. 97 to .
71 to . 105
to . 82 to
. 102 to .
228 to . 47
to . 105 to
. 18728 to .
2227 to . 5897
to . 471 to
. 91 to .
338 to . 59
to . 367 to
! 219804 to .
137 to . 1354
to . 151 to
. 484 to .
68 to . 84
to . 114 to
. 157 to .
48 to . 54
to ! 51 to
. 252 to .
945 to . 95
to . 195 to
. 45 to .
120 to . 666
to . 2910 to
. 65 to .
85 to . 822
to . 121 to
. 567 to .
57 to . 184
to . 95 to
. 1621 to .
64 to . 451
to ! 6999 to
! 41250 to .
90 to . 1051
to . 1424 to
. 12262 to !
18259 to . 176
to . 270 to
. 382 to .
52 to . 1785
to . 117 to
. 301 to .
80 to . 5490
to . 138 to
. 239 to .
132 to . 56
to . 420 to
. 4981 to .
101 to ! 9663
to . 3920 to
. 370 to .
489 to . 46
to . 77 to
. 70 to .
128 to . 201
to . 333 to
. 336 to .
105 to . 89
to . 359 to
. 136 to .
289 to . 61
to . 199 to
. 87 to .
73 to . 6545
to . 1115 to
. 921 to .
168 to . 382
to . 601 to
. 134 to .
123 to . 157
to . 88 to
. 62 to .
78 to . 167
to . 1861 to
. 100 to .
169 to . 57
to . 432 to
. 66 to .
71 to . 107
to . 1183 to
. 82 to .
73 to . 2248
to . 47 to
. 1446 to .
60 to . 231
to . 856 to
. 71 to .
55 to . 1651
to . 185 to
. 73 to .
207 to . 43
to . 1335 to
. 20914 to .
8719 to . 50
to . 878 to
. 92 to .
563 to . 71
to . 147 to
. 53 to .
1060 to . 96
to . 266 to
. 100 to .
494 to . 92
to . 157 to
. 476 to .
250 to . 177
to . 402 to
. 451 to .
70 to . 58
to . 552 to
. 255 to .
821 to . 84
to . 237 to
. 73 to .
195 to . 50
to . 114 to
. 52 to .
126 to . 162
to . 65 to
. 6411 to .
113 to . 65
to . 75 to
! 168 to .
143 to . 50
to . 3707 to
. 174 to .
158 to . 1496
to . 1236 to
. 429 to .
321 to . 23652
to . 168 to
. 137 to .
82 to . 44
to . 71 to
. 1557 to .
151 to . 2515
to . 90 to
. 490 to .
220 to . 44
to . 2152 to
. 115 to .
145 to . 134
to . 53 to
. 57 to .
272 to . 1485
to . 177 to
. 219 to .
100 to . 62
to . 464 to
. 269 to .
49 to . 42
to . 110 to
. 103 to .
65 to . 79
to . 109 to
. 72 to .
68 to . 669
to . 4844 to
. 1022 to .
93 to . 1011
to . 48 to
. 62 to .
545 to . 78
to . 155 to
. 271 to .
283 to . 82
to . 67 to
. 72 to .
46 to . 65
to . 110 to
. 45 to .
58 to . 194
to . 220 to
. 1676 to .
463 to . 67
to . 1487 to
. 422 to .
219 to . 233
to . 64 to
. 144 to .
527 to . 108
to . 462 to
. 561 to .
51 to . 334
to . 491 to
. 60 to .
246 to . 72
to . 81 to
. 334 to .
50 to . 82
to . 200 to
. 118 to .
163 to . 191
to . 188 to
. 75 to .
200 to . 79
to . 625 to
. 165 to .
2655 to . 95
to . 95 to
. 258 to .
208 to . 134
to . 173 to
. 63 to !
44852 to . 56
to . 285 to
. 1838 to .
271 to . 274
to . 144 to
. 108 to .
53 to . 155
to . 57 to
. 636 to .
44 to . 68
to . 107 to
. 47 to .
87 to . 141
to . 254 to
. 349 to .
1626 to . 51
to . 75 to
. 68 to !
18979 to . 94
to . 56 to
. 342 to .
161 to . 17451
to . 49 to
. 54 to .
294 to ! 115536
to . 76 to
. 135 to .
56 to . 1972
to . 3823 to
. 52 to .
48 to . 183
to . 44 to
. 63 to .
360 to . 93
to . 43 to
. 138 to .
99 to . 51
to . 46 to
. 75 to !
920 to . 1921
to . 46 to
. 176 to .
115 to . 133
to . 748 to
. 155 to .
45 to . 183
to . 160 to
! 20205 to .
40 to . 543
to . 137 to
. 200 to .
263 to . 125
to . 91 to
. 176 to .
84 to . 11932
to . 1230 to
. 50 to .
4941 to . 1039
to . 196 to
. 80 to .
380 to . 117
to ! 22670 to
. 180 to !
11752 to . 60
to . 84 to
. 101 to .
64 to . 58
to . 65 to
. 63 to .
54 to . 243
to . 2327 to
! 18574 to .
386 to . 44
to . 3583 to
. 64 to .
85 to . 7323
to . 445 to
. 1885 to .
70 to . 52
to . 293 to
. 80 to .
440 to . 228
to . 114 to
. 11488 to .
10138 to . 67
to . 1934 to
. 998 to .
41 to . 764
to . 41 to
. 81 to .
59 to . 377
to . 51 to
! 14077 to .
12408 to ! 18278
to . 551 to
. 2780 to .
692 to ! 4041
to . 73 to
. 2650 to .
106 to . 95
to ! 12676 to
. 490 to .
85 to . 60
to . 207 to
. 547 to .
532 to . 109
to . 2597 to
. 70 to .
5174 to . 369
to . 48 to
. 7428 to .
2198 to . 55
to . 4734 to
. 118 to .
1034 to . 43
to . 40 to
. 76 to .
309 to . 5807
to . 55 to
. 71 to .
53 to . 152
to ! 41 to
. 21835 to !
83982 to ! 1582
to . 2348 to
. 1826 to .
635 to . 119
to . 6701 to
. 2380 to .
7971 to . 50
to . 106 to
. 1539 to .
84 to . 297
to . 883 to
. 156 to .
444 to . 67
to . 905 to
. 1713 to .
133 to . 1169
to . 2167 to
! 31886 to .
443 to ! 19213
to . 217 to
. 58 to .
79 to . 199
to . 274 to
! 3873 to .
81 to . 2298
to . 1917 to
! 3834 to .
133 to . 615
to . 395 to
! 2085 to !
40220 to . 45
to . 812 to
. 89 to .
72 to . 1252
to . 3041 to
. 97 to .
103 to . 189
to . 418 to
. 358 to .
217 to ! 23396
to . 247 to
. 416 to .
725 to . 909
to . 594 to
. 233 to .
112 to . 155
to . 78 to
. 115 to .
4048 to . 2545
to . 163 to
. 136 to .
1152 to . 88
to . 1290 to
. 334 to .
53 to . 120
to . 70 to
. 12270 to .
605 to . 4727
to . 249 to
. 1068 to .
131 to . 77
to . 129 to
. 294 to .
420 to . 6273
to . 2479 to
. 51 to .
136 to . 2551
to . 352 to
. 138 to .
49 to . 50
to . 256 to
. 128 to .
65 to . 68
to . 141 to
. 132 to .
768 to . 96
to . 42 to
. 1400 to .
198 to . 40
to . 77 to
. 3712 to .
3017 to . 76
to ! 6834 to
. 223 to .
77 to . 44
to . 159 to
. 257 to .
48 to . 75
to . 95 to
. 151 to .
95 to . 466
to . 3365 to
. 77 to .
136 to . 53
to . 57 to
. 438 to .
203 to . 1825
to . 73 to
. 1216 to .
217 to . 228
to . 1224 to
. 43 to .
387 to . 70
to . 426 to
. 145 to .
59 to . 49
to . 75 to
. 183 to .
57 to . 97
to . 65 to
. 679 to .
57 to . 147
to . 275 to
. 114 to .
1366 to . 45
to . 52 to
. 42 to .
85 to . 75
to . 81 to
. 414 to .
109 to . 507
to . 220 to
. 423 to .
1231 to . 203
to . 133 to
. 65 to .
84 to . 920
to . 83 to
. 1060 to .
53 to . 58
to . 42 to
. 689 to .
208 to . 134
to . 1553 to
. 140 to .
117 to . 117
to . 57 to
. 60 to .
795 to . 10037
to . 73 to
. 63 to .
223 to . 51
to . 262 to
. 290 to .
43 to . 54
to . 84 to
. 610 to .
74 to . 184
to . 86 to
. 77 to .
1176 to . 55
to . 570 to
. 54 to .
98 to . 97
to . 113 to
. 85 to .
105 to . 191
to . 73 to
. 136 to .
66 to . 424
to . 223 to
. 68 to .
74 to . 206
to . 137 to
. 70 to .
42 to . 171
to . 126 to
. 234 to .
220 to . 742
to . 591 to
. 273 to .
397 to . 70
to ! 2582 to
! 13899 to .
253 to . 223
to . 384 to
. 94 to .
2312 to . 267
to . 48 to
. 3372 to .
224 to . 362
to . 562 to
. 55 to .
130 to . 106
to . 316 to
. 44 to .
49 to . 9283
to . 2224 to
. 378 to .
2390 to . 160
to . 687 to
. 109 to .
42 to . 109
to . 2715 to
. 1104 to !
26301 to ! 119728
to . 102 to
! 8523 to .
2343 to ! 23258
to . 555 to
. 245 to .
77 to ! 33809
to . 58 to
. 252 to .
3861 to . 590
to . 44 to
. 1246 to .
248 to . 194
to . 433 to
. 80 to .
854 to . 52
to . 57 to
. 49 to .
109 to . 287
to . 73 to
. 100 to .
296 to ! 12909
to . 66 to
. 85 to .
687 to . 180
to . 76 to
. 746 to .
45 to . 59
to . 162 to
. 1823 to .
113 to . 307
to . 623 to
. 104 to .
5673 to . 60
to . 313 to
. 514 to .
557 to . 50
to . 2721 to
. 329 to .
108 to ! 19177
to . 77 to
. 1905 to .
817 to . 48
to . 2409 to
. 443 to .
96 to . 2373
to . 90 to
. 74 to .
669 to . 231
to . 990 to
. 1973 to .
3604 to . 1804
to . 22613 to
. 184 to .
2608 to . 181
to . 945 to
. 269 to .
103 to . 77
to . 1359 to
. 219 to !
8392 to . 134
to . 477 to
. 58 to .
42 to . 459
to . 2063 to
. 60 to .
1364 to . 239
to . 47 to
. 76 to .
119 to ! 13267
to . 57 to
. 6915 to .
68 to . 1791
to . 392 to
. 2635 to .
195 to . 53
to . 2303 to
. 3034 to .
1779 to . 1948
to . 115 to
. 130 to .
5460 to . 327
to . 188 to
. 139 to .
53 to . 80
to . 135 to
. 109 to .
56 to . 91
to . 617 to
. 154 to .
50 to . 271
to . 69 to
. 1282 to !
9774 to . 56
to . 80 to
. 47 to .
113 to . 82
to . 1821 to
. 1926 to .
1662 to . 1428
to . 65 to
. 141 to .
5131 to . 3133
to . 18602 to
. 271 to .
15517 to . 820
to . 1192 to
. 45 to .
778 to ! 139322
to . 9771 to
. 108 to .
1202 to . 3855
to . 571 to
. 224 to !
81233 to . 128
to . 384 to
. 1030 to .
1342 to . 1130
to . 60 to
. 119 to .
7848 to . 236
to . 143 to
. 84 to .
1658 to . 643
to . 68 to
. 568 to .
48 to . 490
to . 803 to
. 164 to .
127 to . 4572
to . 462 to
. 15243 to .
222 to . 156
to . 136 to
. 243 to .
13185 to . 4427
to . 1111 to
. 64 to .
33621 to . 67
to . 1922 to
. 146 to .
77 to . 4828
to . 256 to
. 673 to .
5485 to . 165
to . 2095 to
. 606 to .
22566 to . 179
to . 5467 to
. 64 to .
570 to . 48
to . 60 to
. 308 to .
462 to . 59
to . 49 to
. 1078 to .
40 to . 59
to . 50 to
. 329 to !
21799 to ! 8368
to . 460 to
. 102 to .
326 to . 1861
to . 2433 to
! 48496 to .
123 to . 1633
to . 63 to
. 309 to ?
42 to . 85
to . 175 to
. 90 to .
94 to . 606
to . 55 to
. 156 to .
184 to . 106
to . 3315 to
. 54 to .
47 to . 2547
to . 234 to
. 110 to .
70 to . 140
to . 54 to
. 85 to .
366 to . 238
to . 83 to
. 54 to .
560 to . 73
to . 114 to
. 585 to .
418 to . 150
to . 140 to
. 90 to .
40 to . 268
to . 49 to
. 144 to .
166 to . 530
to . 301 to
. 1912 to .
144 to . 62
to . 406 to
. 106 to .
144 to . 228
to . 2502 to
. 601 to .
1530 to ! 12037
to . 99 to
. 67 to .
62 to . 626
to . 97 to
. 68 to .
278 to . 1096
to . 349 to
. 227 to .
77 to . 117
to . 164 to
. 347 to .
167 to . 80
to . 196 to
. 112 to !
19821 to . 130
to . 63 to
. 105 to .
111 to . 76
to . 187 to
. 161 to .
299 to . 1407
to . 262 to
. 136 to .
137 to . 59
to . 77 to
. 1148 to .
189 to . 112
to . 57 to
. 76 to .
195 to . 56
to . 65 to
. 934 to .
58 to . 45
to . 249 to
. 76 to .
56 to . 241
to . 368 to
. 101 to .
169 to . 595
to ! 7510 to
. 162 to .
91 to . 44
to . 799 to
. 50 to .
457 to . 54
to . 64 to
. 97 to .
78 to . 126
to . 172 to
. 168 to .
70 to . 316
to . 1257 to
. 92 to .
125 to . 90
to . 41 to
. 633 to .
118 to . 1488
to . 310 to
. 65 to .
168 to . 247
to . 54 to
. 356 to .
356 to . 221
to . 46 to
. 1253 to .
74 to . 103
to . 74 to
. 84 to .
470 to . 102
to . 122 to
. 69 to .
450 to . 60
to . 285 to
. 54 to .
173 to ! 39865
to . 115 to
! 2531 to .
44 to . 6371
to . 205 to
. 91 to .
182 to . 107
to . 101 to
. 77 to .
212 to . 651
to . 219 to
. 358 to .
3447 to . 43
to . 79 to
. 148 to !
14421 to . 615
to . 484 to
. 289 to .
256 to . 49
to . 57 to
. 164 to .
194 to . 520
to . 66 to
. 243 to .
207 to . 211
to . 43 to
. 801 to .
169 to ! 5089
to . 548 to
. 374 to .
393 to . 228
to . 137 to
. 58 to .
2542 to . 47
to . 53 to
. 146 to .
672 to . 1620
to . 353 to
. 152 to .
137 to . 1157
to . 849 to
. 70 to .
64 to . 3545
to . 47 to
. 42 to .
187 to . 53
to . 70 to
. 1266 to .
704 to . 331
to . 77 to
. 76 to .
1889 to . 101
to . 237 to
. 185 to .
81 to . 59
to . 68 to
. 99 to .
193 to . 283
to . 146 to
. 120 to .
404 to . 1153
to . 134 to
. 55 to .
922 to . 41
to . 99 to
. 397 to .
83 to . 135
to . 56 to
. 222 to .
47 to . 14566
to . 810 to
. 62 to .
110 to . 49
to . 238 to
. 906 to .
99 to . 45
to . 83 to
. 100 to .
223 to . 74
to . 118 to
. 351 to .
48 to . 221
to . 628 to
. 61 to .
68 to . 58
to . 505 to
. 76 to .
2079 to . 59
to . 58 to
. 387 to .
57 to . 60
to . 580 to
. 641 to .
144 to . 70
to . 745 to
. 1149 to .
853 to . 457
to . 79 to
. 266 to .
349 to . 65
to . 58 to
. 95 to .
124 to . 163
to . 93 to
. 298 to .
529 to . 387
to . 60 to
. 63 to .
593 to . 54
to . 384 to
. 49 to .
343 to . 121
to . 123 to
. 509 to .
262 to . 243
to . 55 to
! 32838 to .
71 to . 77
to . 44 to
. 84 to .
81 to . 447
to . 10944 to
. 76 to .
65 to . 82
to . 63 to
. 281 to .
135 to . 159
to . 186 to
. 287 to .
87 to . 41
to . 101 to
. 1917 to .
1796 to . 178
to . 83 to
. 159 to .
515 to . 91
to . 181 to
. 181 to .
140 to . 1226
to . 48 to
. 88 to .
97 to . 3602
to . 173 to
. 44 to .
123 to . 47
to . 528 to
. 50 to .
264 to . 77
to . 71 to
. 72 to .
72 to . 118
to . 75 to
. 69 to .
5507 to . 72
to . 118 to
. 83 to .
62 to . 649
to . 43 to
. 75 to .
333 to . 4313
to . 43 to
. 75 to .
323 to . 56
to . 126 to
. 472 to .
6032 to . 298
to ! 7677 to
. 42 to .
70 to . 14194
to . 72 to
. 78 to .
993 to . 451
to ! 69650 to
. 70 to .
1017 to . 1145
to . 43 to
. 363 to .
187 to . 68
to . 564 to
. 108 to .
206 to . 867
to . 334 to
. 80 to .
40 to . 101
to . 77 to
. 632 to .
251 to . 2800
to . 51 to
. 295 to .
173 to . 1468
to ! 11931 to
. 241 to .
253 to . 148
to . 243 to
. 587 to !
14024 to . 114
to . 490 to
. 54 to .
76 to . 17891
to . 79 to
. 123 to .
237 to . 52
to . 418 to
. 475 to !
3361 to . 1909
to . 1389 to
. 288 to .
96 to . 343
to . 236 to
. 70 to .
519 to . 59
to . 47 to
. 75 to .
326 to . 56
to . 1289 to
! 5127 to .
57 to . 1500
to . 62 to
. 197 to .
1243 to . 56
to . 248 to
. 159 to .
1110 to . 147
to . 653 to
. 170 to .
117 to . 144
to . 41 to
. 65 to .
392 to . 355
to . 96 to
. 70 to .
146 to . 75
to . 233 to
. 197 to .
50 to . 605
to . 71 to
. 1886 to .
312 to . 53
to . 52 to
. 205 to .
88 to . 223
to . 1114 to
. 307 to .
80 to . 1700
to . 200 to
. 47 to .
102 to . 165
to . 840 to
. 84 to .
2151 to . 48
to . 147 to
. 95 to .
3656 to . 88
to . 85 to
. 89 to .
118 to . 167
to . 345 to
. 79 to .
56 to . 62
to . 46 to
. 157 to .
383 to . 49
to . 1639 to
. 143 to .
628 to . 74
to . 95 to
. 140 to .
1191 to . 199
to . 71 to
. 181 to .
971 to . 496
to . 324 to
. 50 to .
95 to . 59
to . 102 to
. 66 to .
380 to . 105
to . 666 to
. 49 to .
437 to . 447
to . 129 to
. 363 to .
221 to . 965
to . 169 to
. 59 to .
130 to . 84
to . 718 to
. 58 to .
74 to . 3715
to . 48 to
. 64 to .
61 to . 40
to . 2096 to
. 113 to .
268 to . 822
to . 236 to
. 137 to .
62 to . 55
to . 1097 to
. 167 to .
60 to . 57
to . 14614 to
. 83 to .
295 to . 265
to . 184 to
. 71 to .
74 to . 877
to . 91 to
. 1648 to .
96 to . 115
to . 136 to
. 85 to .
85 to . 146
to . 90 to
! 5334 to .
107 to . 229
to . 327 to
! 20140 to .
126 to . 43
to . 360 to
. 103 to .
71 to . 92
to . 59 to
. 61 to .
515 to . 253
to . 117 to
. 259 to .
51 to . 2550
to . 94 to
. 302 to .
264 to . 816
to . 47 to
. 1062 to .
354 to . 168
to . 130 to
. 83 to .
51 to . 400
to . 51 to
. 255 to .
56 to . 75
to . 121 to
. 1994 to .
53 to . 3269
to . 98 to
. 62 to .
46 to . 190
to . 117 to
. 95 to .
44 to . 58
to . 780 to
. 195 to .
41 to . 99
to . 167 to
. 46 to .
239 to . 1653
to . 256 to
. 116 to .
444 to . 101
to . 1822 to
! 5160 to .
77 to . 103
to . 218 to
. 83 to .
103 to . 189
to . 54 to
. 1063 to .
1916 to . 111
to . 442 to
. 61 to .
132 to . 1123
to . 67 to
. 289 to .
48 to . 107
to . 70 to
. 253 to .
655 to . 81
to . 127 to
. 208 to .
653 to . 112
to . 46 to
. 362 to .
108 to . 205
to . 79 to
. 163 to .
51 to . 2785
to . 213 to
. 642 to .
106 to . 14712
to . 64 to
. 5070 to .
98 to . 621
to . 959 to
. 546 to !
31881 to . 315
to . 229 to
. 308 to .
55 to . 65
to . 88 to
. 45 to .
50 to . 786
to . 59 to
. 111 to .
47 to . 122
to . 48 to
. 300 to .
132 to . 508
to . 172 to
. 655 to .
1851 to . 65
to . 96 to
. 694 to .
141 to ! 5440
to . 166 to
. 42 to .
74 to . 82
to . 1916 to
. 198 to .
1181 to . 317
to . 156 to
. 145 to .
63 to ! 16198
to . 171 to
. 229 to .
67 to . 137
to . 274 to
. 51 to .
50 to . 1040
to . 730 to
. 77 to .
172 to ! 70
to . 2039 to
. 17333 to .
17519 to . 131
to . 143 to
. 6976 to .
62 to . 54
to . 191 to
. 196 to .
1219 to . 223
to . 3239 to
. 57 to .
149 to . 13916
to . 168 to
. 53 to .
290 to . 72
to . 97 to
. 94 to .
463 to ! 44030
to . 1162 to
. 60 to .
498 to . 53
to . 670 to
. 131 to !
24974 to . 12083
to . 49 to
. 1338 to .
63 to . 71
to . 439 to
. 2415 to .
136 to . 55
to . 246 to
. 234 to .
188 to . 443
to . 99 to
. 820 to .
513 to . 313
to . 46 to
. 234 to .
74 to . 59
to . 126 to
. 134 to .
75 to . 399
to . 330 to
. 52 to .
313 to . 83
to . 94 to
. 4101 to .
66 to . 102
to . 58 to
. 171 to .
2281 to . 2289
to . 141 to
. 380 to .
7309 to . 3398
to . 211 to
. 666 to .
138 to . 183
to . 4281 to
. 370 to .
60 to . 689
to . 1155 to
. 291 to .
3287 to . 109
to . 47 to
. 8966 to .
1256 to . 63
to . 99 to
. 281 to !
18098 to . 261
to . 568 to
. 166 to .
614 to . 65
to . 283 to
. 61 to .
151 to . 45
to . 3029 to
. 87 to .
1278 to . 192
to . 173 to
. 80 to .
236 to . 149
to . 52 to
. 49 to .
721 to . 65
to . 75 to
. 369 to .
114 to . 1345
to . 66 to
. 52 to .
109 to . 887
to . 324 to
. 783 to .
106 to . 80
to . 4943 to
. 3875 to .
95 to . 249
to ! 6743 to
. 84 to .
165 to . 109
to . 65 to
. 581 to .
645 to . 228
to . 171 to
. 109 to .
331 to . 1115
to . 6407 to
. 341 to .
59 to . 95
to . 59 to
. 1082 to .
58 to . 47
to . 82 to
. 121 to .
153 to . 124
to . 88 to
. 187 to .
353 to . 78
to . 63 to
. 259 to .
15062 to . 209
to . 206 to
. 118 to .
77 to . 75
to ! 3059 to
. 254 to .
3785 to . 146
to . 62 to
. 86 to .
109 to . 165
to . 677 to
. 135 to .
81 to . 108
to . 99 to
. 1725 to .
537 to . 72
to . 49 to
. 542 to .
161 to . 46
to ! 14087 to
. 2799 to .
1323 to . 2998
to . 145 to
. 127 to .
487 to ! 35369
to . 82 to
. 69 to .
60 to . 445
to . 57 to
. 67 to .
107 to ! 29134
to . 91 to
. 203 to .
612 to . 1999
to . 343 to
. 1721 to .
46 to . 10973
to . 48 to
. 85 to .
200 to . 3067
to . 107 to
. 46 to .
45 to . 102
to . 116 to
. 2337 to .
49 to . 618
to . 4077 to
. 809 to .
1314 to . 714
to . 1170 to
! 6256 to .
139 to . 1127
to . 41 to
. 121 to .
42 to ! 16026
to . 108 to
. 89 to .
45 to . 112
to . 888 to
. 588 to .
46 to . 63
to . 43 to
. 128 to .
395 to . 113
to . 249 to
. 2113 to .
12971 to . 156
to . 96 to
. 68 to .
61 to . 97
to . 40 to
. 86 to .
43 to . 81
to . 236 to
. 137 to .
40 to . 149
to . 68 to
. 81 to .
200 to . 745
to . 224 to
. 78 to .
703 to . 178
to . 248 to
. 42 to .
150 to . 244
to . 65 to
. 64 to .
222 to . 57
to . 186 to
. 73 to .
6840 to . 238
to . 3658 to
! 19947 to .
138 to . 173
to . 267 to
. 12316 to .
49 to . 57
to . 51 to
. 2960 to .
4440 to . 141
to . 377 to
. 62 to .
52 to . 106
to . 552 to
. 71 to !
2196 to . 4377
to ! 295818 to
. 82 to .
440 to . 49
to . 59 to
. 682 to .
53 to . 4366
to . 2501 to
. 791 to .
126 to . 40
to . 143 to
. 1258 to .
82 to . 66
to . 66 to
. 64 to .
143 to . 563
to . 65 to
. 2228 to .
326 to . 170
to . 83 to
. 149 to .
204 to . 1440
to . 110 to
. 75 to .
1800 to . 217
to . 48 to
. 53 to .
137 to . 93
to . 53 to
. 1281 to .
401 to . 140
to . 824 to
. 51 to .
1187 to . 3535
to . 6685 to
. 279 to .
101 to . 52
to . 3737 to
! 9152 to .
223 to . 200
to . 74 to
! 3320 to .
68 to . 270
to . 64 to
. 240 to .
98 to . 292
to . 62 to
. 273 to .
76 to . 125
to . 161 to
. 245 to .
513 to . 5397
to . 538 to
. 46 to .
89 to . 71
to . 66 to
. 63 to .
125 to . 449
to . 203 to
. 107 to .
85 to . 66
to . 427 to
. 700 to .
148 to . 339
to . 86 to
. 81 to .
66 to . 206
to . 75 to
. 122 to .
102 to . 81
to . 65 to
. 106 to .
104 to . 44
to . 54 to
. 288 to .
348 to . 125
to . 49 to
. 568 to .
307 to . 1257
to . 328 to
. 287 to .
2806 to . 73
to . 558 to
. 228 to .
118 to . 760
to . 88 to
. 80 to .
124 to . 242
to . 147 to
. 64 to .
76 to . 57
to . 203 to
. 59 to .
82 to . 125
to . 71 to
. 1037 to .
718 to . 83
to . 134 to
. 113 to .
48 to . 106
to . 85 to
. 607 to .
188 to . 560
to . 186 to
. 11780 to .
359 to . 393
to . 235 to
. 5983 to .
474 to . 125
to ! 9564 to
. 78 to .
120 to . 413
to . 326 to
. 2024 to .
166 to ! 9151
to . 138 to
. 751 to .
443 to . 372
to . 63 to
. 56 to !
33515 to . 174
to . 596 to
. 49 to .
299 to . 167
to . 205 to
. 46 to .
54 to . 263
to . 772 to
. 729 to .
519 to . 99
to . 141 to
. 2677 to .
6097 to . 72
to ! 35320 to
. 163 to .
164 to . 41
to . 569 to
. 270 to .
531 to ! 19610
to . 158 to
. 68 to .
90 to . 155
to . 292 to
. 61 to .
73 to . 47
to . 1840 to
! 35015 to .
72 to . 76
to . 136 to
. 56 to .
747 to . 118
to . 65 to
. 94 to .
113 to . 6568
to . 253 to
! 24866 to .
100 to . 1682
to . 94 to
. 1169 to .
59 to . 71
to . 223 to
. 60 to .
2968 to . 51
to . 112 to
. 56 to .
290 to . 56
to . 45 to
. 227 to .
525 to . 2132
to . 100 to
. 85 to .
152 to . 2754
to . 159 to
. 133 to .
230 to . 564
to . 237 to
. 214 to !
721099 to . 69
to . 107 to
. 76 to .
98 to . 545
to . 133 to
. 120 to .
84 to . 2093
to . 50 to
. 82 to .
1083 to . 117
to . 83 to
. 51 to .
80 to . 45
to . 202 to
. 729 to .
256 to . 84
to . 163 to
. 571 to .
70 to . 300
to . 260 to
. 247 to .
129 to . 93
to . 86 to
. 425 to .
87 to . 118
to . 921 to
. 69 to .
697 to . 163
to . 72 to
. 234 to .
75 to . 6714
to . 360 to
. 2254 to .
509 to . 1790
to . 50 to
. 118 to .
40 to . 84
to . 131 to
. 300 to .
186 to . 42
to . 81 to
. 288 to .
64 to . 144
to . 56 to
. 2957 to .
51 to . 147
to . 339 to
. 253 to .
611 to ! 3476
to . 63 to
. 212 to .
94 to . 69
to . 73 to
. 336 to .
67 to . 149
to . 166 to
. 54 to .
333 to ! 2388
to . 697 to
. 62 to .
106 to . 139
to . 118 to
. 171 to .
920 to . 222
to . 67 to
. 99 to .
309 to . 105
to . 74 to
. 84 to .
59 to . 128
to . 58 to
